t,KE
0.0663047819667435, 1.0000912964565296
0.3332565813097186, 0.9996118674848689
0.6004696498470596, 0.997026608806622
0.8673561318914431, 0.9970736372616078
1.1342426139358266, 0.9971206657165936
1.4013250478759844, 0.9955883218916398
1.6684074818161423, 0.994055978066686
1.9353592811591178, 0.9935765490950252
2.202539691047162, 0.9912545191301017
2.4695568076887295, 0.9902486327317944
2.7368025348753657, 0.9874001453402242
3.0039502861141147, 0.985341344088624
3.2712939892486372, 0.981703170557084
3.5385723750845703, 0.9785914544521905
3.8058507609205017, 0.9754797383472973
4.073205350271458, 0.9717538219113162
4.340734119085322, 0.9666240190042777
4.608665677907169, 0.958247728632919
4.876695212676903, 0.9490817521215904
5.1447574060959305, 0.9396525468969388
5.412982892761438, 0.9289071981056706
5.680914451583284, 0.9205309077343118
5.949009303651607, 0.9108384737963369
6.217789987355141, 0.8956182368785731
6.486423707136845, 0.8815825291707642
6.7550900855678435, 0.8672835927496321
7.02385443994673, 0.8521949701885299
7.243513249244614, 0.8385191607959595
7.472633269243461, 0.8202910622780628
7.719003587800293, 0.8064356956316647
7.943825729551827, 0.7869959612248977
8.123748760251646, 0.7709177162728377
8.28173497621955, 0.7523875252489558
8.462010720331762, 0.7334664101930044
8.664497611829974, 0.7147861200169595
8.867190252818746, 0.6944474889469782
9.069726132290903, 0.6753723557009483
9.294365385606381, 0.6574067020887917
9.497028633810789, 0.6373049768608012
9.72186710488697, 0.6177336280973726
9.924241868355933, 0.5999570898370711
10.12637822368504, 0.5841021211840293
10.295532609090426, 0.5651878208995642
10.486797988690636, 0.5473215802158637
10.756563874981257, 0.5241606104461817
10.980923352534436, 0.5084499494781609
11.16095415677693, 0.4915030497721341
11.385792627853112, 0.47193170100870563
11.654638628855238, 0.4561850066642955
11.878627975049731, 0.4434576044472719
12.103139859632956, 0.426518542817076
12.371887884687194, 0.41156153461263567
12.640766544338614, 0.39555161155490226
12.909579886691446, 0.3800681459238152
13.17813195984991, 0.3666905099993145
13.446324787866121, 0.3562083899213696
13.714811543725993, 0.3433572114235153
13.9830370303915, 0.3326118626322473
14.25145846895278, 0.32028714156103943
14.519651296968991, 0.30980502148309474
14.787550197141542, 0.30169195982505914
15.055514414612684, 0.29305244074037706
15.32380521857678, 0.2817806345224626
15.59186741199581, 0.27235142929781087
15.859700994869769, 0.26476482506642185
16.12730596719866, 0.2590208218282959
16.395302843319097, 0.2501180740302904
16.662940474297283, 0.24411084207884115
16.931002667716307, 0.2346816368541893
17.19883625059027, 0.2270950326228005
17.466408564269862, 0.22161425809799762
17.733980877949456, 0.21613348357319495
18.001422557031866, 0.211705623901685
18.26906018801005, 0.20569839195023576
18.536665160338938, 0.1999543887121098
18.804008863473463, 0.19631621518056974
19.071417883906577, 0.19215158422238354
19.33899019758617, 0.18667080969758065
19.606725804512244, 0.1798738916061613
19.829474122033503, 0.17714918049542194
