y,YH2
0.004430153779976326, 0.05335155261215019
0.012461985159694572, 0.052672026613697076
0.021677077412317725, 0.05127634248749424
0.03203957414775779, 0.04940260907396993
0.04007140552747604, 0.04786405964351004
0.04860522636842668, 0.046210119005765715
0.05764103667060971, 0.04441514467022922
0.0641668996666308, 0.04306891391857687
0.07119475212388426, 0.041739778160596264
0.08165286589955906, 0.03953452397693713
0.09027035165071509, 0.03792759457179018
0.09893932350045909, 0.03604188526984198
0.10934595117754595, 0.03390172356208693
0.11838176147972898, 0.03218367669807343
0.12641359285944723, 0.030581021041344414
0.13562868511207038, 0.028857479357936366
0.14599118184751042, 0.026644898748417967
0.15402301322722867, 0.02508070682745045
0.16264049897838473, 0.023351263300989078
0.17145320285335336, 0.021687350583602882
0.17811850736638346, 0.020477879781324704
0.18489536509302068, 0.01928783510821902
0.19522200543837276, 0.01763339494143884
0.20422195935046772, 0.016323796319083095
0.21225379073018596, 0.015233990472507397
0.2214688829828092, 0.014233933342708505
0.23183137971824924, 0.013003093798340581
0.2398632110979675, 0.012349210290395152
0.24821774998847795, 0.011684337143660739
0.25689499638978075, 0.011332668702412785
0.2639587052371222, 0.010810660859935317
0.27148854715560805, 0.010526761857886147
0.2825681716928087, 0.010189746268356836
0.2915681256049037, 0.009925994937420912
0.29959995698462194, 0.009861888711151734
0.30888676201742116, 0.009515715089298271
0.3196795354339175, 0.009515715089298271
0.32771136681363583, 0.009733676258613433
0.3360659057041463, 0.009925994937420912
0.34538856712703353, 0.010013912047732887
0.35180686095279057, 0.010323453540289684
0.3590857081406602, 0.010509854721287681
0.36926892292566016, 0.010922388854290144
0.3789142918593396, 0.011567114329911421
0.38694612323905786, 0.012144070366333859
0.3959819335412409, 0.012823596364786971
0.4070257016883535, 0.014067257154408652
0.4150575330680717, 0.014900638095907748
0.42308936444779, 0.015951980206722005
0.43212517474997303, 0.017182819751089873
0.4391530272072265, 0.018375195559696245
0.44643187439509613, 0.019520231385826925
0.4567226583503602, 0.0214394731753621
0.4657584686525432, 0.02308059256785261
0.4737903000322614, 0.024683248224581622
0.4830053922848846, 0.026307883158888656
0.4933678890203247, 0.028580906781746573
0.5013997204000429, 0.030183562438475586
0.5104355307022259, 0.03202982175502744
0.5214792988493385, 0.03427353967444802
0.5295111302290568, 0.035722340388131046
0.5420608667598665, 0.0383635169104205
0.5510966770620496, 0.04018413373646462
0.5591285084417679, 0.041786789393193635
0.5682270674266049, 0.043517657502461005
0.5782041079685987, 0.04567162670510477
0.5862359393483169, 0.04717171239980311
0.5947697601892675, 0.0488769380185628
0.6038055704914506, 0.05056934239206862
0.6103314334874717, 0.051671969483898184
0.6173592859447251, 0.05269766910420476
0.6251401225938271, 0.053415658838419366
